"holder","declared_business","business_class","name_contradicts_declaration","entity_number","registration_date","hectares","licenses","mining_lics","main_commodities","beneficial_owner_declared","annual_return_filed","lics_in_default_2025"
"Vanisa Mining Limited","Support activities for other mining and quarrying","mining_related","no","120210018048","12/07/2021","459","1","0","Manganese/Lead/Zinc","1","0","1"
"LINPU PAT MINING LIMITED","Mining of other non-ferrous metal ores","mining_related","no","120251018280","07/01/2025","455","1","0","Quartz/Emerald/Amethyst","1","0","0"
"V.L Coal Mine Company Limited","Mining of hard coal","mining_related","no","120251021917","08/03/2025","451","1","0","Tantalum/Granite/Tourmaline","1","0","1"
"Clestep General Dealers Limited","Support activities for other mining and quarrying","mining_related","no","120210017184","11/06/2021","448","1","0","Gold/Lead/Zinc","1","0","0"
"Chun Chun Mining Zambia Limited","Support activities for other mining and quarrying","mining_related","no","120200007957","23/09/2020","446","1","0","Garnet/Quartz/Fluorine-Fluorite","1","1","1"
"Griffins Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120241002708","22/02/2024","444","1","0","Mineral Sands/Manganese/Sugilite","1","0","0"
"quantum Leap Mining Limited","Support activities for other mining and quarrying","mining_related","no","120100088115","08/11/2010","441","1","0","Copper/Cobalt","0","0","1"
"Tamjeth General Dealers Limited","Other retail sale in non-specialized stores","mining_related","no","120220035420","29/06/2022","437","1","0","Iron Ore/Manganese/Gold","1","0","0"
"Zamrock Investment Limited","Mining of other non-ferrous metal ores","mining_related","no","120190007740","30/09/2019","431","1","0","Manganese/Lead/Zinc","1","1","0"
"Bwamu Mining Company Limited","Mining of other non-ferrous metal ores","mining_related","no","120170008789","13/11/2017","429","2","1","Tin/Silver/Aquamarine","0","0","1"
"Chumu Mining Company Limited","Mining of other non-ferrous metal ores","mining_related","no","120220030283","24/03/2022","428","2","0","Diamond/Emerald/Cobalt","1","0","2"
"Tundamo Gem Mine Limited","Mining of other non-ferrous metal ores","mining_related","no","120220042105","18/11/2022","422","1","0","Tourmaline","1","0","1"
"Abar International Investments Limited","Support activities for other mining and quarrying","mining_related","no","119970037880","13/03/1997","421","2","2","Quartz/Garnet","0","0","2"
"Rodger The Badger Ventures Limited","Support activities for other mining and quarrying","mining_related","no","120190007953","07/10/2019","417","1","0","Manganese/Limestone (General)/Nickel","1","0","1"
"WANHAO MINING ZAMBIA LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120241016092","21/11/2024","409","2","0","Copper/Tantalum/Quartz","1","1","0"
"Sthomax Mining Company Limited","Other mining and quarrying n.e.c.","mining_related","no","120241007654","30/05/2024","406","1","0","Limestone (General)/Lead/Sand","1","0","1"
"Sookol Enterprises Limited","Mining of other non-ferrous metal ores","mining_related","no","120230060433","30/11/2023","406","2","0","Nickel/Gold/Zinc","1","0","2"
"Mopti Company Limited","Support activities for other mining and quarrying","mining_related","no","120020051338","19/12/2002","402","1","1","Quartz","0","0","1"
"Tikumbe Tonse Investments Limited","Support activities for other mining and quarrying","mining_related","no","120190000566","18/01/2019","402","1","0","Limestone (General)/Sand and Gravel/Talc-Soapstone","0","1","0"
"Kezram Minerals and Chemical Limited","Support activities for other mining and quarrying","mining_related","no","120120101194","17/04/2012","402","1","0","Gold/Copper","0","0","1"
"Dukim Mineral Resources Limited","Quarrying of stone, sand and clay","mining_related","no","120241004812","09/04/2024","401","1","0","Tourmaline/Zinc/Copper","1","0","1"
"Kend Engineering Limited","Retail sale of books, newspapers and stationary in specialized stores","mining_related","no","120100083551","25/03/2010","400","1","0","Gold/Copper","0","0","1"
"Sakeni Mining Limited","Support activities for other mining and quarrying","mining_related","no","120020051186","28/11/2002","400","1","1","Manganese","0","0","1"
"Gulf Kuwait Haulage and Mining Equipment Limited"," Mining of other non-ferrous metal ores","mining_related","no","120210018752","28/07/2021","400","1","0","Manganese/Tin/Zinc","1","1","1"
"Nkinsu Gold and Platinum Enterprises Limited","Support activities for other mining and quarrying","mining_related","no","120140126833","09/10/2014","399","1","1","Platinum Group Metals/Gold/Copper","1","1","0"
"Sele Investements Limited","Mining of other non-ferrous metal ores","mining_related","no","120210014896","14/04/2021","399","1","0","Manganese/Iron Ore/Copper","1","0","0"
"Maleka Mining & Farming Resources Limited","Support activities for other mining and quarrying","mining_related","no","120210021355","29/09/2021","399","1","1","Silica/Manganese/Silver","1","0","1"
"Siege Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120190008146","14/10/2019","399","1","1","Zinc/Manganese","1","0","1"
"ChisaKa Metals Limited","Mining of iron ores","mining_related","no","120150138149","16/12/2015","399","2","1","Nickel/Manganese/Zinc","0","0","1"
"Chakuza Mining & Exploration Limited","Support activities for other mining and quarrying","mining_related","no","120110089623","17/01/2011","399","1","1","Manganese","0","1","1"
"Sulphur Creek Resources Limited","Other mining and quarrying n.e.c.","mining_related","no","120190007120","10/09/2019","399","1","0","Platinum/Manganese/Silver","1","0","1"
"Betele Small Miners Limited","Support activities for other mining and quarrying","mining_related","no","120080075925","18/11/2008","398","1","1","Copper","0","0","1"
"Stone Edge Mining Zambia Limited","Mining of other non-ferrous metal ores","mining_related","no","120180010415","11/12/2018","398","1","1","Lead/Iron Ore/Gold","0","0","1"
"MUTINONDO INVESTMENTS LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120170002978","12/04/2017","398","1","1","Anhydrite/Quartz/Silica","0","0","1"
"Musanya Quarries Limited","Quarrying of stone, sand and clay","mining_related","no","120150137503","20/11/2015","398","1","1","Sand and Gravel","0","1","1"
"Kasanjiku Mining Company Limited","Other mining and quarrying n.e.c.","mining_related","no","120180005791","12/07/2018","398","1","1","Gold/Copper/Cobalt","0","0","1"
"Tongyi Lead and zinc Mining Zambia Limited","Mining of other non-ferrous metal ores","mining_related","no","120080071250","25/02/2008","398","1","1","Manganese","0","0","1"
"Tradeco Mineral Resources Limited"," Mining of other non-ferrous metal ores","mining_related","no","120210017434","18/06/2021","398","1","0","Quartz/Tourmaline/Garnet","1","0","1"
"Simba Venture Limited","Support activities for other mining and quarrying","mining_related","no","120230059980","21/11/2023","398","2","0","Iron Ore/Zinc/Manganese","1","0","1"
"United Gypsum Investment Limited","Other mining and quarrying n.e.c.","mining_related","no","120150129977","20/02/2015","398","1","1","Amethyst","0","1","1"
"Munkoyo Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120180007953","21/09/2018","397","1","1","Manganese/Silver/Gold","0","1","1"
"Ilola Mining Company Limited","Support activities for other mining and quarrying","mining_related","no","120070065921","19/03/2007","397","1","1","Manganese/Iron Ore/Silver","0","0","1"
"Gold Tungsten Progress Africa Limited"," Support activities for other mining and quarrying","mining_related","no","120210017152","11/06/2021","397","1","0","Manganese/Lead/Zinc","1","0","1"
"Dash Logistics & Mining Services Limited","Mining of iron ores","mining_related","no","120150136414","12/10/2015","396","1","1","Silica/Copper/Cobalt","0","0","1"
"Duwaco Mining Minerals Limited","Other mining and quarrying n.e.c.","mining_related","no","120190006201","12/08/2019","396","1","0","Manganese","1","0","1"
"SW & GVA Mining Company Ltd","Mining of other non-ferrous metal ores","mining_related","no","120080070444","11/01/2008","396","1","1","Copper","0","0","1"
"Ledge Mining and Logistics Limited","Support activities for other mining and quarrying","mining_related","no","120200007434","09/09/2020","396","1","1","Gold/Manganese/Silver","1","1","0"
"Eyethu Sonke Mining Limited","Support activities for other mining and quarrying","mining_related","no","120080072620","14/05/2008","396","1","1","Copper","0","1","1"
"Afrix Enterprises Limited","Mining of other non-ferrous metal ores","mining_related","no","120220043450","19/12/2022","394","2","0","Iron Ore/Silver/Titanium","1","0","2"
"Kesava Mineral Limited","Support activities for other mining and quarrying","mining_related","no","120241017788","26/12/2024","394","1","0","Gold/Nickel/Emerald","1","1","0"
"Terra Nova Resources Company Limited","Mining of other non-ferrous metal ores","mining_related","no","120190000247","09/01/2019","393","1","1","Manganese","0","0","1"
"Sakeji Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120110092038","29/04/2011","393","1","1","Copper/Manganese/Beryllium","0","0","0"
"Ghirrys Mining Limited","Support activities for other mining and quarrying","mining_related","no","120100084623","18/05/2010","393","1","1","Manganese","0","0","1"
"Sonkolo Mines & General Dealers Ltd","Support activities for other mining and quarrying","mining_related","no","120110090046","04/02/2011","392","1","1","Gold/Manganese/Cobalt","0","0","1"
"Zametal Corporation Limited","Other retail sale in non-specialized stores","mining_related","no","120190003233","24/04/2019","390","1","0","Manganese/Zinc/Cobalt","0","0","1"
"Bengold Minerals Limited","Other mining and quarrying n.e.c.","mining_related","no","120241013033","20/09/2024","390","1","0","Manganese/Lead/Zinc","1","1","0"
"Auszam Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120170004997","29/06/2017","390","1","1","Silica","0","0","1"
"Bwigem Mining Limited","Support activities for other mining and quarrying","mining_related","no","120060064720","20/12/2006","390","1","1","Mica/Silica/Emerald","0","0","1"
"Covenant King Mining Limited","Mining of hard coal","mining_related","no","120160007698","26/10/2016","389","1","1","Copper","0","0","1"
"Faheids Zambia Limited","Other mining and quarrying n.e.c.","mining_related","no","120230050329","09/05/2023","388","1","0","Gold/Copper/Cobalt","1","0","0"
"Chesu Mining Limited","Support activities for other mining and quarrying","mining_related","no","120200003820","20/05/2020","386","1","0","Manganese/Iron Ore/Silver","1","0","0"
"Zamphos Mineral Resources Limited","Support activities for other mining and quarrying","mining_related","no","119980040222","11/03/1998","385","1","1","Phosphorus-Phosphates","0","0","0"
"Kukwatakana Community Initiative Foundation","Support activities for other mining and quarrying","mining_related","no","120230045650","06/02/2023","385","1","0","Nickel/Lead/Zinc","0","1","1"
"Twatota Mining Company Limited","Other mining and quarrying n.e.c.","mining_related","no","120230057957","10/10/2023","384","1","1","Quartz/Monazite/Ruby","1","0","1"
"Kuchime Mining Company Limited","Mining of other non-ferrous metal ores","mining_related","no","120200000294","13/01/2020","384","1","1","Copper","1","1","1"
"Mukabamo Copper Mines Limited","Support activities for other mining and quarrying","mining_related","no","120140124731","31/07/2014","384","1","1","Manganese/Silver/Lead","0","0","1"
"Chipapa Mining Investments Limited","Other mining and quarrying n.e.c.","mining_related","no","120200000442","17/01/2020","379","1","1","Quartz/Ruby/Tourmaline","0","0","0"
"Lions Group Quarries Limited","Quarrying of stone, sand and clay","mining_related","no","120070066377","19/04/2007","379","1","1","Stone/Limestone (General)","0","1","1"
"Glajo Vision Limited","Silviculture and other forestry activities","mining_related","no","120140122599","21/05/2014","378","1","0","Manganese/Iron Ore/Quartz","0","1","0"
"Purple Zan Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120241014834","25/10/2024","377","1","1","Iron Ore/Gold/Copper","1","0","0"
"Hillcam Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120241007495","29/05/2024","376","1","1","Manganese","1","0","1"
"Sonda Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120190004892","21/06/2019","375","1","1","Pyrite/Quartz/Manganese","1","0","0"
"Ming De Yu Yang Mining Company Limited","Other mining and quarrying n.e.c.","mining_related","no","120190005721","24/07/2019","373","1","1","Manganese/Nickel/Silver","1","1","1"
"GMC Technologies Zambia Limited","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores","mining_related","no","120050060136","06/10/2005","372","1","1","Gold/Copper/Cobalt","0","1","1"
"Lupansa Mining And Exploration Limited","Other mining and quarrying n.e.c.","mining_related","no","120220037557","15/08/2022","371","1","0","Iron Ore/Manganese/Quartz","1","0","1"
"Malimba East Quardz Mine Limited","Other mining and quarrying n.e.c.","mining_related","no","120190006118","08/08/2019","370","1","1","Quartz/Iron Ore/Tourmaline","1","0","1"
"Blue Hill Mining Limited","Other retail sale in non-specialized stores","mining_related","no","120160004876","11/07/2016","369","1","1","Manganese/Quartz/Iron Ore","1","0","1"
"Octonel Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120241005962","30/04/2024","369","1","1","Gold/Silver/Cobalt","1","1","1"
"Ralphjoe Ferro Alloy Limited","Other mining and quarrying n.e.c.","mining_related","no","120210021961","11/10/2021","368","1","0","Tourmaline/Niobium (Columbium)/Zirconium","1","1","0"
"Eagle Joseph International Investments Limited","Other mining and quarrying n.e.c.","mining_related","no","120170003282","26/04/2017","367","1","1","Tourmaline/Quartz/Aquamarine","0","0","1"
"Chikola Royal Establishment Resources Limited"," Mining of other non-ferrous metal ores","mining_related","no","120210016862","03/06/2021","365","1","0","Manganese/Lead/Zinc","1","0","0"
"Galileo Mining Limited","Support activities for other mining and quarrying","mining_related","no","120210022176","14/10/2021","364","2","1","Zinc/Manganese/Lightweight Aggregate","1","1","1"
"Kaka Eagles Wings Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120170007015","14/09/2017","363","1","1","Manganese","0","0","1"
"Ganitlines Zambia Limited","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores","mining_related","no","120090081808","10/12/2009","362","1","0","Limestone (General)/Iron Ore/Silver","1","1","1"
"Chikaseka Gemstone Mining Limited","Support activities for other mining and quarrying","mining_related","no","120090080090","24/08/2009","356","1","1","Emerald/Beryllium","0","1","0"
"Longpula Investments Limited","Mining of other non-ferrous metal ores","mining_related","no","120200001013","04/02/2020","354","1","0","Iron Ore/Silver/Gold","0","0","1"
"Nizam minerals Limited","Support activities for other mining and quarrying","mining_related","no","120080074026","30/07/2008","353","1","1","Limestone (General)","0","0","0"
"Chichele Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120210011839","19/01/2021","347","1","1","Anhydrite/Gypsum","1","0","1"
"Blue Oceans Minerals & Metals Ltd","Other mining and quarrying n.e.c.","mining_related","no","120220035712","08/07/2022","346","1","1","Manganese","1","0","0"
"Katizo Mining Company Limited","Mining of other non-ferrous metal ores","mining_related","no","120200003943","22/05/2020","346","1","0","Nickel/Tantalum/Titanium","1","0","0"
"Mululu Minerals Limited","Other mining and quarrying n.e.c.","mining_related","no","120200008889","20/10/2020","346","1","0","Quartz/Manganese/Silver","1","0","0"
"Falcon Mineral Processing Limited","Mining of other non-ferrous metal ores","mining_related","no","120190002947","10/04/2019","345","1","1","Manganese/Silver/Zinc","1","0","1"
"Israjah Enterprises Limited","Other retail sale of new goods in specialized stores","mining_related","no","120190003667","10/05/2019","343","1","0","Limestone (General)/Silica/Gold","1","0","0"
"Macro Mining Africa Limited","Support activities for other mining and quarrying","mining_related","no","120070069606","15/11/2007","342","4","1","Gold/Nickel/Zinc","0","0","1"
"Portking Investments Limited","Mining of other non-ferrous metal ores","mining_related","no","120200001014","04/02/2020","338","1","0","Manganese/Quartz/Silver","0","0","1"
"Rudra Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120200005083","30/06/2020","335","1","1","Gold/Copper","0","0","1"
"Apeiron Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120241007840","03/06/2024","335","1","0","Quartz/Zinc/Gold","1","0","0"
"DIMARBU RESOURCES LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120210018954","03/08/2021","331","1","0","Limestone (General)/Manganese/Silica","1","0","1"
"Cipembele Exploration and Mining Services Limited"," Support activities for other mining and quarrying","mining_related","no","120210018388","20/07/2021","329","1","0","Lead/Nickel/Silver","1","1","0"
"kafulenzhi mining limited","Other mining and quarrying n.e.c.","mining_related","no","120230049513","20/04/2023","328","1","0","Lead/Nickel/Zinc","1","1","1"
"Yengo Investments Limited","Mining of other non-ferrous metal ores","mining_related","no","120180008815","17/10/2018","327","1","1","Gold/Copper","0","1","1"
"Goldstone Investments Zambia Company Limited","Mining of iron ores","mining_related","no","120180004935","13/06/2018","323","1","1","Granite/Limestone (General)/Copper","0","0","1"
"Techno Mines And Minerals Limited","Mining of other non-ferrous metal ores","mining_related","no","120210018804","29/07/2021","322","1","0","Gold/Manganese/Cobalt","1","0","1"
"Chisamba Quarries Limited","Other mining and quarrying n.e.c.","mining_related","no","120230059617","14/11/2023","317","1","1","","1","1","0"
"Bondagcor Zambia Mining Limited","Support activities for other mining and quarrying","mining_related","no","120130116920","04/11/2013","311","1","1","Zinc/Lead","0","0","1"
"Busanya Mining Limited","Support activities for other mining and quarrying","mining_related","no","120241007368","27/05/2024","309","2","0","Manganese/Copper/Cobalt","1","0","0"
"Kasonta Resources Limited","Support activities for other mining and quarrying","mining_related","no","120210016514","26/05/2021","308","4","0","Iron Ore/Silver/Zinc","1","0","3"
"Eastlands Materials Limited","Mining of other non-ferrous metal ores","mining_related","no","120150135837","21/09/2015","307","1","1","Sand and Gravel/Limestone (General)/Dolomite","0","0","0"
"Kamisambe Investments and General Dealers LImited","Support activities for other mining and quarrying","mining_related","no","120110092986","09/06/2011","306","1","1","Silica/Sand and Gravel/Quartz","1","1","1"
"Butemwe Mulutula Investments Limited","Other mining and quarrying n.e.c.","mining_related","no","120220042312","22/11/2022","303","1","0","Manganese/Lithium/Granite","1","0","1"
"SUSTAINABLE MINING ZAMBIA LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120241009459","06/07/2024","300","1","0","Mineral Sands/Nickel/Manganese","1","0","1"
"Nachibila Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120241006113","05/05/2024","299","3","0","Gold/Tourmaline/Cobalt","1","0","1"
"Copperhead Company Limited","Support activities for petroleum and natural gas extraction","mining_related","no","120050058172","01/01/2005","297","1","1","Tin/Zinc/Silver","0","1","1"
"Maosheng Mineral Resources Limited","Support activities for other mining and quarrying","mining_related","no","120070067689","24/07/2007","297","1","1","Copper","1","1","1"
"Vade Ventures Limited","Other mining and quarrying n.e.c.","mining_related","no","120230048134","22/03/2023","297","1","0","Rare EarthsElements/Nickel/Molybdenum","1","0","1"
"Cedar Rock Gold Limited","Mining of other non-ferrous metal ores","mining_related","no","120200004228","02/06/2020","295","1","1","Manganese/Nickel/Copper","1","0","1"
"Gesta Mines Limited","Mining of other non-ferrous metal ores","mining_related","no","120230045478","01/02/2023","290","1","0","Manganese/Lithium/Zinc","1","0","1"
"New Decade Mining and Exploration Limited","Other mining and quarrying n.e.c.","mining_related","no","120200008199","29/09/2020","280","1","0","Iron Ore/Manganese/Gold","1","0","1"
"Meadow Processing Technologies Limited","Mining of other non-ferrous metal ores","mining_related","no","120241017651","23/12/2024","277","2","0","Quartz/Rare EarthsElements/Manganese","1","0","0"
"Zeemi Miners and Suppliers Limited","Other mining and quarrying n.e.c.","mining_related","no","120180010632","18/12/2018","270","1","1","Manganese","0","0","1"
"Darijo Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120241012112","02/09/2024","269","1","0","Gold/Gemstones/Malachite","1","0","0"
"Klay Investements Limited","Other retail sale not in stores, stalls or markets","mining_related","no","120110093593","01/07/2011","268","1","0","Limestone (General)/Granite/Dolomite","0","0","1"
"GREEN ACRE MINING LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120241011166","12/08/2024","262","3","3","Emerald/Beryllium","1","0","3"
"Ntamba Mweru Copper Mine Limited","Extraction of salt","mining_related","no","120200010348","02/12/2020","261","1","0","Manganese/Quartz/Tourmaline","1","1","1"
"Shibala Central Mining Limited","Support activities for other mining and quarrying","mining_related","no","120120101526","30/04/2012","260","1","1","Manganese/Iron Ore","0","0","1"
"Ileje Suppliers and Generals Dealers Limited","Other mining and quarrying n.e.c.","mining_related","no","120230047154","03/03/2023","258","2","2","Silver/Gold/Copper","1","1","2"
"Tubombeshe Mining Limited","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores","mining_related","no","120130116679","25/10/2013","257","3","3","Emerald/Copper/Cobalt","0","1","1"
"ROB and NAT Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120241003023","28/02/2024","255","1","0","Sand/Quartz/Nickel","1","0","1"
"Shack Trading Limited","Support activities for other mining and quarrying","mining_related","no","120241002096","12/02/2024","254","2","1","Iron Ore/Gold/Copper","1","0","0"
"Kariba Minerals Limited","Support activities for other mining and quarrying","mining_related","no","119840013422","04/10/1984","254","1","1","Rare EarthsElements/Niobium (Columbium)/Tantalum","0","1","1"
"Bilonda Mining Limited","Support activities for other mining and quarrying","mining_related","no","120080074910","17/09/2008","251","1","1","Malachite/Quartz/Tourmaline","0","0","1"
"Elatis Investements Limited","Other mining and quarrying n.e.c.","mining_related","no","120220027772","08/02/2022","249","1","0","Manganese/Quartz/Silver","1","0","1"
"Holly Group Zambia Limited","Other mining and quarrying n.e.c.","mining_related","no","120210015406","26/04/2021","247","2","1","Manganese/Marble/Talc-Soapstone","0","0","1"
"Brevimm Mines Limited","Mining of other non-ferrous metal ores","mining_related","no","120241007845","03/06/2024","241","1","1","Quartz/Tantalum/Tin","1","0","1"
"Mountlisa Minerals Limited","Mining of other non-ferrous metal ores","mining_related","no","120251025341","11/05/2025","239","2","0","Iron Ore/Lead/Gypsum","1","0","0"
"Moersis Enterprises Limited","Support activities for other mining and quarrying","mining_related","no","120241005562","23/04/2024","239","1","0","Sand/Nickel/Manganese","1","1","0"
"SOS Metals and Resources Limited","Support activities for other mining and quarrying","mining_related","no","120190003227","24/04/2019","237","1","0","Zinc","1","0","1"
"Newhorizons Mineral Resources Limited","Mining of iron ores","mining_related","no","120251021632","05/03/2025","234","1","0","Nickel/Silver/Zinc","1","0","0"
"Yida Mining Zambia Limited","Other mining and quarrying n.e.c.","mining_related","no","120220037241","09/08/2022","234","1","0","Manganese/Zinc/Lead","1","0","1"
"Rarefind Zambia Limited","Other mining and quarrying n.e.c.","mining_related","no","120200001721","28/02/2020","229","1","0","Tin/Tantalum","1","0","1"
"Mathkat General Dealers Limited","Other retail sale in non-specialized stores","mining_related","no","120170006842","07/09/2017","221","1","1","Manganese","0","1","0"
"Fiand Mineral Processing Limited","Other mining and quarrying n.e.c.","mining_related","no","120220040786","20/10/2022","220","1","0","Lead/Manganese/Silver","1","0","1"
"Qomolangma Resources Limited","Other mining and quarrying n.e.c.","mining_related","no","120230046054","13/02/2023","220","2","0","Tin/Zinc/Copper","1","1","2"
"KMR Geo Resources Limited","Other mining and quarrying n.e.c.","mining_related","no","120190006700","27/08/2019","217","1","0","Iron Ore/Quartz/Silver","1","1","1"
"Bluerald Mining Zambia Limited","Mining of iron ores","mining_related","no","120230054853","14/08/2023","213","1","1","Emerald","1","1","1"
"Mapalo Quarries Limited","Support activities for other mining and quarrying","mining_related","no","120120101734","08/05/2012","213","1","0","Platinum/Silver/Zinc","0","0","0"
"Valecrest Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120220036060","15/07/2022","212","1","0","Copper/Manganese/Silver","1","0","1"
"Gandari Mining Limited","Support activities for other mining and quarrying","mining_related","no","120080071748","27/03/2008","211","1","1","Iron Ore/Limestone (General)/Platinum","0","0","0"
"Pum Copper Mining Limited"," Support activities for other mining and quarrying","mining_related","no","120210017862","01/07/2021","210","1","0","Gold/Zinc/Copper","1","0","0"
"Gootal Enterprise Limited","Mining of other non-ferrous metal ores","mining_related","no","120230055459","24/08/2023","209","1","0","Gold/Fluorine-Fluorite/Tin","1","1","0"
"Kasumili Mine  Limited","Other mining and quarrying n.e.c.","mining_related","no","120220027735","07/02/2022","208","1","0","Quartz/Emerald/Citrine","1","0","1"
"Awesome Diamonds Corporation Limited","Other mining and quarrying n.e.c.","mining_related","no","120230046921","28/02/2023","206","1","0","Silver/Quartz/Nickel","1","0","0"
"Tinglong Investments Limited"," Mining of other non-ferrous metal ores","mining_related","no","120210019056","05/08/2021","206","2","2","Copper/Zinc/Lead","1","1","2"
"KCM Smelterco Limited","Support activities for other mining and quarrying","mining_related","no","120000044055","27/01/2000","204","2","2","Selenium/Silver/Tellurium","0","1","2"
"Mlema Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120210019337","17/08/2021","199","2","0","Tantalum/Manganese/Zinc","1","0","1"
"MCK Mining Zambia Limited","Support activities for other mining and quarrying","mining_related","no","120220027663","04/02/2022","199","1","1","Gold/Silver/Cobalt","1","1","0"
"Liakaz  Investment Limited","Mining of other non-ferrous metal ores","mining_related","no","120210014995","15/04/2021","198","1","0","Quartz/Tourmaline/Manganese","1","0","1"
"Mother Load Deposits Limited"," Mining of other non-ferrous metal ores","mining_related","no","120210022385","20/10/2021","197","1","0","Lithium/Tin/Cobalt","1","0","1"
"Day Break Mining and Exploration Limited","Mining of other non-ferrous metal ores","mining_related","no","120251024623","25/04/2025","197","2","0","Malachite/Lead/Iron Ore","1","0","0"
"True Ore Mines and Mineral (Zambia) Limited","Other mining and quarrying n.e.c.","mining_related","no","120230059653","14/11/2023","195","1","0","Nickel/Sugilite/Zinc","1","1","0"
"Hexagon Investments Limited","Retail sale of books, newspapers and stationary in specialized stores","mining_related","no","119930029780","21/09/1993","195","2","0","Emerald/Beryllium","0","1","1"
"Caingu Gem Mines Lapidary Limited","Support activities for other mining and quarrying","mining_related","no","120080071148","18/02/2008","195","1","0","Rare EarthsElements/Tantalum/Tin","0","1","0"
"Gem Link Africa Limited","Other retail sale of new goods in specialized stores","mining_related","no","120190004872","21/06/2019","195","1","0","Nickel/Quartz/Silver","1","0","1"
"Blackfire Mining Limited","Mining of iron ores","mining_related","no","120190002177","07/03/2019","193","1","1","Copper","0","0","1"
"Kalimon Mining Company Limited","Other mining and quarrying n.e.c.","mining_related","no","120210023938","22/11/2021","189","1","1","Emerald","1","1","1"
"Australian Mining Company Zambia Limited","Mining of iron ores","mining_related","no","120170003103","19/04/2017","187","1","1","Silver/Nickel/Zinc","0","0","1"
"Amoho Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120230054569","08/08/2023","183","2","0","Gold/Rare EarthsElements/Cobalt","1","0","2"
"Mulberry Mining Company LIMITED","Mining of other non-ferrous metal ores","mining_related","no","120210015517","29/04/2021","183","1","0","Manganese/Silver/Zinc","1","0","0"
"Vector Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120230047525","14/03/2023","183","1","0","Nickel/Manganese/Zinc","1","0","1"
"Masuku Copper Development Limited","Mining of other non-ferrous metal ores","mining_related","no","120210013033","18/02/2021","182","1","0","Tantalum/Tin/Gold","0","0","0"
"Mmkaz Mining Company","Other retail sale in non-specialized stores","mining_related","no","120170002638","03/04/2017","181","2","1","Emerald","0","0","0"
"Luwi Gemstone Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120230047354","09/03/2023","180","1","0","Tourmaline/Emerald/Amethyst","1","0","0"
"Mukamandu Mining Limited","Support activities for other mining and quarrying","mining_related","no","120120105535","20/09/2012","177","1","1","Copper/Cobalt","0","0","0"
"Ronsin Minerals Limited","Other mining and quarrying n.e.c.","mining_related","no","120190006082","07/08/2019","176","1","0","Tantalum/Tin/Tungsten","1","0","0"
"Elikace Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120241012574","10/09/2024","174","1","0","Gold/Copper","1","0","0"
"Ramfield Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120180005732","11/07/2018","171","1","1","Emerald/Beryllium","0","1","0"
"Mangal Mine Limited","Support activities for other mining and quarrying","mining_related","no","119970039254","20/10/1997","169","1","1","Emerald","0","0","1"
"Lulamba Quarries Limited","Other mining and quarrying n.e.c.","mining_related","no","120210015529","29/04/2021","169","1","0","Sand and Gravel/Crushed/Broken Stone","1","0","1"
"Denny Nyoni Enterprise Limited","Support activities for other mining and quarrying","mining_related","no","120210020222","07/09/2021","167","1","0","Quartz/Sand and Gravel/Stone","1","0","1"
"Beagem Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120210025966","31/12/2021","167","2","0","Quartz/Emerald","1","1","2"
"Chapemba Capitals Limited","Mining of other non-ferrous metal ores","mining_related","no","120160008988","07/12/2016","167","2","1","Emerald","0","0","0"
"Summersky Zambia Limited","Support activities for other mining and quarrying","mining_related","no","119990043136","03/08/1999","162","1","1","Marble","0","0","1"
"Meloks Agencies Limited","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores","mining_related","no","120040055570","11/06/2004","162","1","1","Gold/Silver/Cobalt","0","0","1"
