"holder","declared_business","business_class","name_contradicts_declaration","entity_number","registration_date","hectares","licenses","mining_lics","main_commodities","beneficial_owner_declared","annual_return_filed","lics_in_default_2025"
"Minetech Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120210018454","21/07/2021","41187","2","1","Iron Ore/Silver/Zinc","1","1","1"
"Mujimanzovu Resources Limited","Other mining and quarrying n.e.c.","mining_related","no","120230059439","10/11/2023","41155","1","0","Mica/Gold/Quartz","1","0","0"
"Commstack Investments Zambia Limited","Wholesale of metals and metal ores","mining_related","no","120241011161","12/08/2024","40902","2","0","Nickel/Silver/Zinc","1","0","0"
"Famagusta Mining Corporation Limited"," Mining of other non-ferrous metal ores","mining_related","no","120210018450","21/07/2021","40623","4","0","Manganese/Iron Ore/Mica","1","1","4"
"Chereb Investment Limited","Support activities for other mining and quarrying","mining_related","no","120230047735","17/03/2023","40583","1","0","Lead/Silver/Zinc","1","0","1"
"Kula Resources Limited","Other mining and quarrying n.e.c.","mining_related","no","120200003725","18/05/2020","40464","1","0","Platinum Group Metals/Nickel/Zinc","1","0","0"
"Abege Investments Limited","Wholesale of metals and metal ores","mining_related","no","120220028643","22/02/2022","40400","4","0","Copper/Gold/Cobalt","1","0","2"
"KINGBLUE INVESTMENTS LIMITED","Mining of other non-ferrous metal ores","mining_related","no","120241008422","13/06/2024","40197","3","0","Iron Ore/Zinc/Gold","1","1","1"
"DIEN MINING COMPANY LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120241008802","21/06/2024","39718","2","0","Gold/Zinc/Cobalt","1","0","0"
"OMNI METALS LIMITED","Support activities for other mining and quarrying","mining_related","no","120241011176","13/08/2024","39632","1","0","Manganese/Silver/Zinc","1","0","1"
"Goldline Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120200005154","01/07/2020","39508","4","0","Silver/Copper/Cobalt","1","0","1"
"Sunhouse Investment Limited","Mining of other non-ferrous metal ores","mining_related","no","120200006136","05/08/2020","39340","1","0","Limestone (General)/Lead/Zinc","1","0","1"
"EZULU Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120241009930","12/07/2024","38775","5","0","Copper/Gold/Iron Ore","1","0","0"
"Phoenix Mining Services Limited","Support activities for other mining and quarrying","mining_related","no","120210024028","23/11/2021","38617","2","0","Lead/Iron Ore/Anhydrite","1","0","2"
"FAMS Mining Zambia Limited","Support activities for other mining and quarrying","mining_related","no","120220040029","30/09/2022","38442","2","0","Nickel/Manganese/Silver","1","0","1"
"elements mining development and innovation limited","Mining of other non-ferrous metal ores","mining_related","no","120210024816","08/12/2021","37936","3","0","Gold/Copper/Cobalt","1","1","0"
"Insofu Mining Limited"," Other mining and quarrying n.e.c.","mining_related","no","120210016120","14/05/2021","37255","1","0","Silver/Uranium/Gold","1","1","0"
"Bespoke Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120230061266","19/12/2023","37008","4","0","Gold/Copper/Manganese","0","1","0"
"Lucky crystal investments Limited","Support activities for other mining and quarrying","mining_related","no","120230058180","13/10/2023","36896","4","0","Copper/Cobalt/Amethyst","1","1","1"
"Magnus Mining Limited","Support activities for other mining and quarrying","mining_related","no","120241009833","10/07/2024","36804","2","0","Manganese/Quartz/Limestone (General)","1","1","1"
"Big Bang Minerals Limited","Mining of other non-ferrous metal ores","mining_related","no","120220031534","19/04/2022","36791","2","0","Quartz/Tourmaline/Zinc","1","0","1"
"BONSE MINING LIMITED","Support activities for other mining and quarrying","mining_related","no","120241009738","10/07/2024","36389","1","0","Quartz/Manganese/Zinc","1","0","1"
"Unirate Investments Limited","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores","mining_related","no","119980039974","06/02/1998","36066","2","0","Iron Ore/Gold/Manganese","0","1","2"
"Dharti Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","119950034894","10/10/1995","35704","2","1","Zinc/Beryllium/Emerald","0","0","2"
"OSPREY RESOURCES LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120241006164","06/05/2024","35560","2","2","Silver/Uranium/Gold","1","1","2"
"Radiant King Mining Zambia Limited","Mining of hard coal","mining_related","no","120230060475","01/12/2023","35544","2","0","Manganese/Iron Ore/Rare EarthsElements","1","0","1"
"Geotech Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120220035558","06/07/2022","35418","3","0","Gold/Zinc/Cobalt","1","0","0"
"Likanta Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120230058674","25/10/2023","35395","1","0","Sand and Gravel/Rare EarthsElements/Niobium (Columbium)","1","1","1"
"Basmel Mining and Construction Limited","Other mining and quarrying n.e.c.","mining_related","no","120220042093","17/11/2022","35206","3","0","Manganese/Gold/Copper","1","0","2"
"CHITETA MINING COMPANY LIMITED","Support activities for other mining and quarrying","mining_related","no","120110090402","18/02/2011","34574","1","0","Gold/Copper/Cobalt","0","0","0"
"Konige Mining and Exploration Limited","Mining of iron ores","mining_related","no","120200003950","26/05/2020","34501","9","4","Gold/Copper/Cobalt","1","1","4"
"Rajeev Minerals Limited","Mining of other non-ferrous metal ores","mining_related","no","120200004963","25/06/2020","34360","4","0","Limestone (General)/Iron Ore/Molding","1","0","1"
"Srinibash Resources Zambia Limited","Mining of other non-ferrous metal ores","mining_related","no","120220041618","09/11/2022","34337","4","0","Copper/Gold/Lead","1","1","1"
"Brooks Commodities Limited","Other retail sale in non-specialized stores","mining_related","no","120220034084","03/06/2022","34225","1","0","Iron Ore/Lead/Limestone (General)","1","0","1"
"Neptune  Iron Ore Mining LTD","Mining of iron ores","mining_related","no","120241004361","27/03/2024","33788","2","0","Zinc/Gold/Copper","1","0","0"
"MMG (Zambia) Exploration Limited","Support activities for other mining and quarrying","mining_related","no","120110090255","14/02/2011","33639","4","0","Silver/Nickel/Zinc","0","0","1"
"THORAS RESOURCES AND MINERALS LIMITED","Mining of iron ores","mining_related","no","120241008916","25/06/2024","33590","3","0","Cobalt/Gold/Copper","1","0","0"
"DAMATECH MINING LIMITED","Mining of other non-ferrous metal ores","mining_related","no","120230057567","02/10/2023","32817","4","0","Platinum/Lead/Zinc","1","1","0"
"Mabwetuba Investments Limited","Support activities for other mining and quarrying","mining_related","no","120230061289","20/12/2023","32705","4","0","Gold/Copper/Cobalt","1","0","2"
"Century Minerals And Metals Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120230048868","05/04/2023","32666","1","0","Nickel/Manganese/Limestone (General)","1","1","0"
"Momentum  Mining Services  Limited","Support activities for other mining and quarrying","mining_related","no","120220043327","15/12/2022","32597","1","0","Nickel/Manganese/Zinc","1","1","1"
"Yuanhua Investment Limited","Mining of other non-ferrous metal ores","mining_related","no","120200001684","27/02/2020","32357","4","2","Cobalt/Copper/Quartz","1","0","2"
"Prasine Mineral Limited","Other mining and quarrying n.e.c.","mining_related","no","120230046897","28/02/2023","32279","5","0","Gold/Copper/Cobalt","1","0","0"
"San He (Zambia) Limited","Other mining and quarrying n.e.c.","mining_related","no","120040056213","23/08/2004","32155","6","4","Manganese/Copper/Cobalt","0","1","4"
"HANSI MINING ZAMBIA LIMITED","Mining of other non-ferrous metal ores","mining_related","no","120241015898","18/11/2024","31933","4","0","Cobalt/Copper/Gold","1","1","0"
"Mining Ventures Company Limited","Mining of other non-ferrous metal ores","mining_related","no","120230045390","31/01/2023","31304","4","0","Manganese/Zinc/Gold","1","0","4"
"Kwisano Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120241015736","14/11/2024","31237","4","0","Silver/Manganese/Nickel","1","0","0"
"Zhengying Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120241014964","30/10/2024","30768","3","0","Iron Ore/Lead/Manganese","1","0","0"
"Rio Resources Zambia Limited","Other mining and quarrying n.e.c.","mining_related","no","120200010912","17/12/2020","30759","7","2","Manganese/Cobalt/Zinc","1","1","4"
"Zambian North Mining Corporation Limited","Support activities for other mining and quarrying","mining_related","no","120100089015","20/12/2010","30723","1","0","Manganese/Uranium/Zinc","0","0","0"
"Crustern Investments Limited","Other mining and quarrying n.e.c.","mining_related","no","120230046548","21/02/2023","30495","4","0","Gold/Copper/Cobalt","1","1","1"
"Tawakkal Mining Equipments & Auto Spares Limited","Other mining and quarrying n.e.c.","mining_related","no","120130114143","25/07/2013","30460","1","0","Manganese/Limestone (General)/Tin","0","1","0"
"Muzatinva Investments Limited","Other retail sale in non-specialized stores","mining_related","no","120230044033","04/01/2023","30241","4","0","Copper/Cobalt/Nickel","1","0","1"
"Ramt Mining Zambia Limited"," Other mining and quarrying n.e.c.","mining_related","no","120210021147","24/09/2021","30221","3","0","Gold/Cobalt/Copper","1","0","0"
"Rainsun Allena Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120241007672","30/05/2024","29991","3","0","Gold/Copper/Cobalt","1","0","0"
"Walicho Enterprise Limited","Mining of other non-ferrous metal ores","mining_related","no","120190005652","22/07/2019","29934","2","0","Gold/Iron Ore/Nickel","1","0","2"
"Buffalo Hill Investments Limited","Other retail sale in non-specialized stores","mining_related","no","120220037863","19/08/2022","29780","1","0","Silver/Manganese/Zinc","1","1","0"
"Kopano Mineral Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120190008968","14/11/2019","29732","2","0","Copper/Manganese/Silver","1","1","0"
"MARESTHER MINERAL RESOURCES LIMITED","Support activities for other mining and quarrying","mining_related","no","120241010224","23/07/2024","29724","1","0","Gold/Copper/Cobalt","1","0","0"
"Diverse Minerals Limited","Support activities for other mining and quarrying","mining_related","no","120140119586","07/02/2014","29681","1","0","Silver/Nickel/Manganese","0","0","0"
"Neba Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120251019600","31/01/2025","29433","3","0","Manganese/Silver/Zinc","1","0","0"
"CLS World Link Limited","Other retail sale not in stores, stalls or markets","mining_related","no","120120108116","24/12/2012","29302","1","0","Niobium (Columbium)/Nickel/Manganese","0","0","1"
"KUNXIN MINETECH LIMITED","Support activities for other mining and quarrying","mining_related","no","120241003673","13/03/2024","29039","4","0","Quartz/Tourmaline/Aquamarine","1","1","4"
"Elatis Investment Limited","Other mining and quarrying n.e.c.","mining_related","no","120220027772","08/02/2022","28921","2","0","Quartz/Manganese/Zinc","1","0","2"
"Pangeni Mineral Resources Limited","Support activities for other mining and quarrying","mining_related","no","120110092024","29/04/2011","28913","1","0","Lead/Zinc/Gold","0","1","1"
"Wildrock Resources Limited"," Mining of other non-ferrous metal ores","mining_related","no","120210016429","21/05/2021","28655","1","0","Quartz/Lead/Iron Ore","1","1","1"
"Pinak Resources Zambia Limited","Mining of other non-ferrous metal ores","mining_related","no","120200010882","17/12/2020","28644","1","0","Lead/Manganese/Iron Ore","1","0","0"
"SELEAD MINING AND QUARRIES LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120241001217","26/01/2024","28576","3","0","Silver/Tourmaline/Copper","1","0","0"
"Mopani Copper Mines Plc","Other mining and quarrying n.e.c.","mining_related","no","120000044139","10/02/2000","28547","2","2","","0","1","0"
"Riverbed Resources Limited","Mining of other non-ferrous metal ores","mining_related","no","120230060121","23/11/2023","28507","3","0","Gold/Malachite/Copper","1","0","0"
"DIAMOND RESOURCES HOLDING LIMITED","Mining of other non-ferrous metal ores","mining_related","no","120241006846","16/05/2024","28463","2","0","Silver/Gold/Nickel","1","0","2"
"IVANHOE INVESTMENT LIMITED","Support activities for other mining and quarrying","mining_related","no","120241014665","21/10/2024","28406","3","0","Cobalt/Copper/Silver","1","0","0"
"Lubona Mining Company","Mining of iron ores","mining_related","no","120230048975","06/04/2023","28347","5","0","Gold/Zinc/Manganese","1","0","5"
"Chindende Chindende Mineral Company Limited","Mining of other non-ferrous metal ores","mining_related","no","120230060558","04/12/2023","28273","1","0","Gold/Manganese/Cobalt","1","0","0"
"KASUNGA MINING LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120251019658","01/02/2025","28224","2","0","Manganese/Zinc/Quartz","1","0","0"
"NTUBU MINERALS LIMITED","Mining of iron ores","mining_related","no","120241009598","09/07/2024","27978","3","0","Manganese/Zinc/Lead","1","0","1"
"KATUBELEKE MINING LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120241015453","08/11/2024","27976","2","0","Tin/Copper/Coal","1","1","0"
"Lekwa Investments Limited"," Mining of hard coal","mining_related","no","120210018580","23/07/2021","27964","2","0","Gold/Iron Ore/Rare EarthsElements","1","0","1"
"Alpine  Mining & Exploration Limited","Support activities for other mining and quarrying","mining_related","no","120230051895","12/06/2023","27847","3","0","Coal/Nickel/Silver","1","1","2"
"Horizon Alliance Resources Limited","Manufacture of basic precious and other non-ferrous metals","mining_related","no","120241008441","13/06/2024","27771","2","0","Platinum/Nickel/Tantalum","1","0","0"
"Satwant Mining Limited","Mining of hard coal","mining_related","no","120220042014","16/11/2022","27689","1","0","Tantalum/Manganese/Tungsten","1","0","1"
"Calobogn Limited","Other retail sale in non-specialized stores","mining_related","no","120200000677","27/01/2020","27519","4","0","Gold/Iron Ore/Zinc","0","0","0"
"Anantaa Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120220026839","19/01/2022","27498","2","0","Zinc/Limestone (General)/Manganese","1","0","2"
"Masccor Construction And Plant Limited","Other mining and quarrying n.e.c.","mining_related","no","119990043769","08/12/1999","27481","1","0","Manganese/Silver/Copper","0","1","1"
